"gnu/printf-parse.c",253,15
"gnu/printf-parse.c",311,19
"gnu/printf-parse.c",653,17
"gnu/printf-parse.c",678,15
"src/parseopt/wordwrap.c",552,7
"src/wordsplit/wordsplit.c",395,7
"src/wordsplit/wordsplit.c",1180,4
"src/wordsplit/wordsplit.c",1262,4
