Session,Trial,Time-to-Target,Target,Success,Stim Paradigm,Path Efficiency,Shortest Distance,ToD,Average Speed,Total Distance,AD,Target Crosses,Tuning Width,Mouse
6,81,0.5,"[[468, 159], b'G']",1,Combined,0.739029042,4.631213878,0.369514521,18.76460173,6.2666196,0.622628515,1,Narrow,SC11LM
6,82,5.511127234,"[[235, 276], b'B']",0,Combined,0.233492538,12.69661362,1.286807086,10.41417153,54.37695662,0.091920532,0,Narrow,SC11LM
6,83,1.43285477,"[[468, 391], b'I']",1,Combined,0.280746702,2.777324268,0.40226925,7.06224938,9.892633653,0.237317709,0,Narrow,SC11LM
6,84,1.466129659,"[[351, 159], b'D']",1,Combined,0.533801424,9.167873535,0.782622099,11.67070942,17.17468918,0.416236359,0,Narrow,SC11LM
6,85,4.368797552,"[[468, 276], b'H']",1,Combined,0.077457172,3.7215775,0.338394703,10.02510699,48.04690658,0.073003414,1,Narrow,SC11LM
6,86,5.506489754,"[[468, 159], b'G']",0,Sham,0.163912093,8.064959987,0.902580263,8.990934182,49.20295883,0.069147141,1,Narrow,SC11LM
6,87,5.507390976,"[[235, 159], b'A']",0,Combined,0.292634241,13.77907099,1.611651178,9.058264058,47.08632502,0.049702704,1,Narrow,SC11LM
6,88,3.148348449,"[[235, 276], b'B']",1,Bright Visual Only,0.35074812,12.17719108,1.104277299,11.01024767,34.7177658,0.369718812,2,Narrow,SC11LM
6,89,5.514178753,"[[235, 159], b'A']",0,Combined,0.225404953,12.63885259,1.242923201,10.71202563,56.07176079,0.180080523,1,Narrow,SC11LM
6,90,5.505987883,"[[235, 159], b'A']",0,Combined,0.274730522,14.49982243,1.512662925,9.641112001,52.77834557,0.043817285,1,Narrow,SC11LM
6,91,3.873860477,"[[351, 159], b'D']",1,ICMS Only,0.183614283,5.260458864,0.711296113,8.415332991,28.64950802,0.134945183,1,Narrow,SC11LM
6,92,5.50220871,"[[468, 159], b'G']",0,Combined,0.179839219,7.803769503,0.98951292,7.941794083,43.39303477,0.404175477,2,Narrow,SC11LM
6,93,0.760112339,"[[468, 391], b'I']",1,Combined,0.904562485,11.06861839,0.687569106,14.43705186,12.23643316,0.811504233,1,Narrow,SC11LM
6,94,5.506238461,"[[235, 159], b'A']",0,Combined,0.361355832,18.09416415,1.989711381,9.149854767,50.0729822,0.191369734,2,Narrow,SC11LM
6,95,5.513963938,"[[235, 159], b'A']",0,Combined,0.28579077,15.18859354,1.575840002,10.3140018,53.14585042,0.203207822,1,Narrow,SC11LM
6,96,3.682557939,"[[468, 391], b'I']",1,Combined,0.251669404,8.805157375,0.926787161,9.501401907,34.98699977,0.072248081,2,Narrow,SC11LM
6,97,5.514871836,"[[235, 159], b'A']",0,Combined,0.184218931,11.47521925,1.015943793,11.40804392,62.29120535,0.058177771,2,Narrow,SC11LM
6,98,0.682130931,"[[235, 276], b'B']",1,Combined,1.201919466,8.092512764,0.819866444,17.20310051,6.732990849,0.417355468,1,Narrow,SC11LM
6,99,5.50622201,"[[468, 276], b'H']",0,Combined,0.082937023,3.974857903,0.456669661,9.677384358,47.92621877,0.175217166,0,Narrow,SC11LM
6,100,5.505891562,"[[468, 276], b'H']",0,Sham,0.852920512,12.72679671,4.696087849,3.540792363,14.92143351,0.127466537,0,Narrow,SC11LM
6,101,0.851302026,"[[468, 276], b'H']",1,Combined,0.89507414,11.68181769,0.761978428,15.13400056,13.05122913,0.535745652,0,Narrow,SC11LM
6,102,3.116714807,"[[351, 276], b'E']",1,Combined,0.369904497,10.69517069,1.152886824,8.014311991,28.91332969,0.205904616,1,Narrow,SC11LM
6,103,2.523273347,"[[351, 276], b'E']",1,ICMS Only,0.042647575,0.903844471,0.107611489,8.795369868,21.19333809,0.16808902,1,Narrow,SC11LM
6,104,0.5,"[[351, 276], b'E']",1,Dim Visual Only,0.599035585,4.033556838,0.299517792,19.28252219,6.733417751,0.254736004,0,Narrow,SC11LM
6,105,1.54861152,"[[468, 159], b'G']",1,Dim Visual Only,0.216313785,3.211524031,0.33498602,10.99473689,14.84659901,0.079284395,0,Narrow,SC11LM
6,106,2.713693736,"[[351, 391], b'F']",1,Combined,0.336969618,9.272247112,0.914432342,10.13496811,27.51656711,0.118637508,0,Narrow,SC11LM
6,107,5.505545378,"[[235, 159], b'A']",0,Dim Visual Only,0.221592962,12.40388004,1.219990106,10.2205916,55.9759658,0.356794914,3,Narrow,SC11LM
6,108,5.50928545,"[[235, 391], b'C']",0,Combined,0.319501491,17.20019999,1.760224915,9.826745017,53.83449054,0.276716438,1,Narrow,SC11LM
6,109,0.896187468,"[[468, 159], b'G']",1,Combined,0.669991008,10.38943334,0.600437545,13.63376431,15.50682505,0.732240583,0,Narrow,SC11LM
6,110,0.543318627,"[[351, 391], b'F']",1,Combined,0.793856121,8.045396712,0.431316818,27.62513507,10.13457792,0.793678531,1,Narrow,SC11LM
6,111,5.503379822,"[[468, 391], b'I']",0,Sham,0.186603022,8.926323295,1.026947308,9.67738289,47.83589879,0.297768443,2,Narrow,SC11LM
6,112,0.5,"[[351, 276], b'E']",1,Combined,0.431842855,3.307446662,0.215921428,19.47901679,7.65891255,0.463590961,0,Narrow,SC11LM
6,113,5.508716822,"[[235, 159], b'A']",0,Combined,0.536738298,17.68712852,2.956739292,6.806858135,32.95298395,0.245825388,2,Narrow,SC11LM
6,114,5.505163431,"[[468, 391], b'I']",0,Dim Visual Only,0.158628742,7.939337868,0.873277147,9.144516392,50.04980679,0.390284906,2,Narrow,SC11LM
6,115,5.513173819,"[[235, 391], b'C']",0,Combined,0.49033799,17.5311269,2.703318568,7.930134168,35.75314836,0.513999464,1,Narrow,SC11LM
6,116,0.956533311,"[[235, 276], b'B']",1,Combined,0.589430462,8.294519489,0.563809872,14.54096635,14.07209166,0.659074969,1,Narrow,SC11LM
6,117,4.741419671,"[[235, 159], b'A']",1,Combined,0.22876003,11.91916791,1.084647304,10.97833756,52.10336759,0.124761742,1,Narrow,SC11LM
6,118,3.267319797,"[[235, 276], b'B']",1,Combined,0.233002465,7.588673701,0.761293567,11.47371655,32.56907044,0.172639004,1,Narrow,SC11LM
6,119,0.834554074,"[[468, 391], b'I']",1,Combined,0.322798209,3.942881318,0.269392561,16.05015973,12.21469389,0.327525873,1,Narrow,SC11LM
6,120,5.29345238,"[[235, 391], b'C']",1,Combined,0.302120657,11.5112551,1.599261311,7.213613481,38.10151617,0.152861445,1,Narrow,SC11LM
6,121,1.209857403,"[[351, 276], b'E']",1,Dim Visual Only,0.544252779,8.356714543,0.658468253,12.7629617,15.3544729,0.50846353,1,Narrow,SC11LM
6,122,2.386386962,"[[468, 391], b'I']",1,Combined,0.355113961,7.690508356,0.847439326,7.684213502,21.65645175,0.449318945,0,Narrow,SC11LM
6,123,0.873543141,"[[468, 391], b'I']",1,Combined,0.217250885,3.005711769,0.18977802,17.59285947,13.83521071,0.397946597,1,Narrow,SC11LM
6,124,2.619617856,"[[351, 391], b'F']",1,Combined,0.39239749,11.19994963,1.027931471,9.572561617,28.542358,0.50013832,0,Narrow,SC11LM
6,125,5.506821394,"[[235, 276], b'B']",0,ICMS Only,0.185476258,8.270663573,1.021384625,8.442913704,44.59149473,0.184875106,1,Narrow,SC11LM
6,126,1.719767627,"[[351, 276], b'E']",1,Combined,0.308729309,7.362600955,0.530942671,16.42836603,23.84807901,0.220843353,1,Narrow,SC11LM
6,127,0.583470462,"[[351, 391], b'F']",1,Combined,0.935160777,7.058962955,0.54563869,20.3374489,7.548395027,0.545235568,1,Narrow,SC11LM
6,128,1.966992257,"[[351, 159], b'D']",1,Combined,0.445879338,12.4413439,0.877041205,14.10764477,27.90293886,0.294181531,0,Narrow,SC11LM
6,129,1.599714158,"[[351, 159], b'D']",1,Combined,0.370404716,7.180335278,0.592541668,14.57814144,19.38510761,0.173973198,1,Narrow,SC11LM
6,130,1.030401347,"[[351, 159], b'D']",1,Combined,0.439640699,9.861581742,0.453006368,21.39764768,22.43100278,0.584437548,1,Narrow,SC11LM
6,131,5.500509501,"[[468, 391], b'I']",0,ICMS Only,0.11431835,6.964012446,0.62880917,11.72626202,60.91771309,0.162244662,2,Narrow,SC11LM
6,132,5.50816226,"[[351, 391], b'F']",0,Combined,0.174946465,8.227033925,0.963633515,8.833085639,47.02600841,0.014439552,1,Narrow,SC11LM
6,133,1.010613774,"[[468, 159], b'G']",1,Combined,0.712149563,9.103688006,0.719708158,8.040156848,12.78339337,0.43523088,1,Narrow,SC11LM
6,134,5.506415606,"[[235, 276], b'B']",0,Combined,0.234533939,15.22694092,1.291441342,11.84664728,64.92425353,0.187314786,1,Narrow,SC11LM
6,135,1.710761714,"[[351, 391], b'F']",1,Combined,0.598021206,12.0767709,1.023071784,10.71097241,20.19455293,0.502964773,2,Narrow,SC11LM
6,136,2.345203994,"[[235, 276], b'B']",1,Combined,0.362714968,9.319843772,0.850640592,10.9378595,25.69467651,0.169312295,1,Narrow,SC11LM
6,137,2.133562444,"[[351, 159], b'D']",1,Combined,0.399353621,11.16241842,0.852045888,13.04927078,27.95121372,0.398842325,0,Narrow,SC11LM
6,138,5.505368233,"[[468, 276], b'H']",0,Combined,0.019695017,0.901653193,0.108428321,8.552091118,45.78077737,0.157996504,0,Narrow,SC11LM
6,139,2.081673263,"[[351, 276], b'E']",1,Combined,0.374551035,8.493343735,0.779692875,10.87576177,22.67606533,0.286161112,2,Narrow,SC11LM
6,140,0.551388619,"[[351, 391], b'F']",1,Combined,0.507637109,4.834856193,0.279905325,20.24442559,9.524237108,0.480981135,0,Narrow,SC11LM
6,141,0.5,"[[351, 391], b'F']",1,Combined,1.007691151,6.217722741,0.503845575,19.98574251,6.170266294,0.405920118,1,Narrow,SC11LM
6,142,5.502328157,"[[235, 391], b'C']",0,Combined,0.341695073,16.22136709,1.880118423,8.682996125,47.47322498,0.044726298,1,Narrow,SC11LM
6,143,1.392223877,"[[351, 159], b'D']",1,Dim Visual Only,0.549334517,11.55824974,0.764796631,12.631292,21.04045784,0.365334613,0,Narrow,SC11LM
6,144,2.441545929,"[[235, 276], b'B']",1,Combined,0.540975224,13.67775767,1.320815855,8.51601439,25.2835196,0.612504989,1,Narrow,SC11LM
6,145,5.513902187,"[[351, 391], b'F']",0,Sham,0.127118701,7.582736763,0.700920085,11.31647106,59.65083567,0.081985593,1,Narrow,SC11LM
6,146,0.514338611,"[[468, 276], b'H']",1,Combined,0.521264211,4.362017569,0.26810631,23.07755124,8.36815089,0.362273127,1,Narrow,SC11LM
6,147,0.5,"[[468, 159], b'G']",1,Combined,0.784874676,5.480206031,0.392437338,21.71375236,6.98226889,0.23885467,1,Narrow,SC11LM
6,148,5.507161379,"[[235, 276], b'B']",0,Combined,0.364417806,16.78281962,2.006907664,8.426047917,46.05378597,0.241865078,1,Narrow,SC11LM
6,149,0.831263421,"[[468, 159], b'G']",1,Combined,0.72950406,9.449763537,0.60641004,15.37109284,12.9536819,0.517863535,1,Narrow,SC11LM
6,150,1.393998025,"[[468, 159], b'G']",1,Combined,0.373915322,7.557178148,0.52123722,18.24516322,20.21093469,0.28409796,0,Narrow,SC11LM
7,1,0.871187089,"[[468, 391], b'I']",1,Combined,0.215501774,2.262383583,0.187742363,11.92463296,10.49821329,0.241659812,1,Narrow,SC11LM
7,2,3.005957354,"[[468, 391], b'I']",1,Combined,0.498917293,17.2783428,1.499724107,10.93404769,34.6316775,0.365596874,0,Narrow,SC11LM
7,3,1.059935191,"[[468, 276], b'H']",1,Combined,0.367865428,4.795358952,0.389913513,11.33378213,13.03563364,0.386365905,0,Narrow,SC11LM
7,4,1.348583626,"[[351, 276], b'E']",1,Combined,0.498297216,5.987123412,0.671995467,10.54829362,12.01516528,0.161994344,0,Narrow,SC11LM
7,5,5.515378237,"[[468, 391], b'I']",0,Combined,0.048632263,3.449882285,0.268225326,13.58731008,70.93813967,0.134256804,1,Narrow,SC11LM
7,6,3.468370793,"[[235, 159], b'A']",1,Combined,0.390536123,14.41063707,1.354524083,10.6297021,36.89962648,0.199026108,2,Narrow,SC11LM
7,7,5.513924599,"[[235, 391], b'C']",0,Combined,0.335864281,16.58189705,1.851930319,9.839145787,49.37082627,0.015739686,1,Narrow,SC11LM
7,8,0.868304132,"[[351, 391], b'F']",1,Combined,0.613901917,7.454188684,0.533053571,13.83183658,12.14231211,0.538960476,1,Narrow,SC11LM
7,9,4.056413503,"[[468, 391], b'I']",1,Combined,0.156855731,6.918859911,0.636271704,10.88053022,44.10970437,0.140283346,1,Narrow,SC11LM
7,10,0.538279174,"[[468, 159], b'G']",1,Combined,1.014982925,7.688479073,0.54634417,13.83065304,7.574983659,0.961996922,1,Narrow,SC11LM
7,11,2.966671823,"[[468, 159], b'G']",1,Dim Visual Only,0.174600435,5.046517448,0.51798219,10.7359449,28.90323528,0.119929462,0,Narrow,SC11LM
7,12,5.510835648,"[[351, 391], b'F']",0,ICMS Only,0.282138344,15.11127212,1.554818043,9.77223718,53.55979592,0.148533581,1,Narrow,SC11LM
7,13,5.502356291,"[[351, 391], b'F']",0,Sham,0.127461904,9.846550679,0.701340811,14.49355965,77.25093027,0.152122073,1,Narrow,SC11LM
7,14,5.51058197,"[[235, 276], b'B']",0,Combined,0.287335855,13.92955411,1.583387784,9.209829879,48.47830108,0.159778686,1,Narrow,SC11LM
7,15,5.514041185,"[[235, 276], b'B']",0,Combined,0.255653352,13.20565125,1.409683113,9.604199816,51.65452019,0.104886339,1,Narrow,SC11LM
7,16,4.677515545,"[[468, 391], b'I']",1,Dim Visual Only,0.186447808,6.491545758,0.872112518,7.934240735,34.81695947,0.348944094,1,Narrow,SC11LM
7,17,5.513602018,"[[468, 159], b'G']",0,Combined,0.174603995,8.353145511,0.96269694,8.798889459,47.84051764,0.104895794,0,Narrow,SC11LM
7,18,5.514434338,"[[235, 276], b'B']",0,Combined,0.217529043,9.840741266,1.199549626,8.385676956,45.23874659,0.05088403,1,Narrow,SC11LM
7,19,2.115796683,"[[235, 391], b'C']",1,Combined,0.479753993,14.40109018,1.015061907,14.11937614,30.0176557,0.521443989,1,Narrow,SC11LM
7,20,5.500690937,"[[468, 391], b'I']",0,Sham,0.16863906,8.199740972,0.927631347,8.894427508,48.6230236,0.167782576,1,Narrow,SC11LM
7,21,5.507581711,"[[468, 276], b'H']",0,Combined,0.037836215,1.607375806,0.208386045,8.07303527,42.48246841,0.075700169,0,Narrow,SC11LM
7,22,4.338330386,"[[235, 391], b'C']",1,Combined,0.289450114,12.9942424,1.255730225,10.34177792,44.89285639,0.187704646,3,Narrow,SC11LM
7,23,0.997260449,"[[351, 391], b'F']",1,Combined,0.362805822,5.576660506,0.361811897,17.80577411,15.37092341,0.148855224,1,Narrow,SC11LM
7,24,5.51383543,"[[468, 391], b'I']",0,Sham,0.104053403,6.178629888,0.573733341,11.27488012,59.37941186,0.098057219,3,Narrow,SC11LM
7,25,5.508287191,"[[468, 391], b'I']",0,Combined,0.217900674,9.988184122,1.200259493,8.379586576,45.8382433,0.294779431,0,Narrow,SC11LM
7,26,5.503516197,"[[235, 159], b'A']",0,Combined,0.335148584,16.77297483,1.844495662,9.770545688,50.04638425,0.26087637,1,Narrow,SC11LM
7,27,5.038048862,"[[235, 276], b'B']",1,Combined,0.342600387,21.70472065,1.726037489,12.55614573,63.35287842,0.241687987,3,Narrow,SC11LM
7,28,3.049174051,"[[351, 391], b'F']",1,Dim Visual Only,0.319128964,12.28113388,0.973079757,11.52623703,38.48329439,0.181249504,1,Narrow,SC11LM
7,29,0.5,"[[351, 391], b'F']",1,Combined,1.032257343,7.660682947,0.516128672,25.81718803,7.42129179,0.841663249,1,Narrow,SC11LM
7,30,5.500436068,"[[235, 159], b'A']",0,Combined,0.289608239,14.58781552,1.592971604,9.212764629,50.37085811,0.335987722,2,Narrow,SC11LM
7,31,1.931589959,"[[468, 391], b'I']",1,Combined,0.747425501,21.98276152,1.443719592,15.13507112,29.41130788,0.797689505,2,Narrow,SC11LM
7,32,5.515235186,"[[468, 391], b'I']",0,Sham,0.158931021,7.763384665,0.876541957,8.921467055,48.84751028,0.257070324,1,Narrow,SC11LM
7,33,3.692350505,"[[468, 159], b'G']",1,Combined,0.370721893,16.92205313,1.36883517,12.33886298,45.6462201,0.278586464,2,Narrow,SC11LM
7,34,1.161971686,"[[351, 159], b'D']",1,Combined,0.508652177,8.811944149,0.591039428,14.76858037,17.32410582,0.385276489,1,Narrow,SC11LM
7,35,2.585373519,"[[235, 276], b'B']",1,Combined,0.438730988,14.45165936,1.134283478,12.70209091,32.93968231,0.273935681,2,Narrow,SC11LM
7,36,3.135991691,"[[235, 276], b'B']",1,Dim Visual Only,0.424056594,10.96412781,1.329837955,8.255119482,25.85534095,0.306223078,2,Narrow,SC11LM
7,37,1.387199103,"[[351, 276], b'E']",1,Combined,0.693028112,13.10814406,0.961367976,13.69735356,18.91430352,0.64133166,2,Narrow,SC11LM
7,38,1.180911181,"[[468, 391], b'I']",1,Combined,0.338152683,4.943292013,0.399328284,14.44163047,14.61852076,0.067242185,0,Narrow,SC11LM
7,39,1.570153592,"[[468, 391], b'I']",1,Combined,0.213392249,4.125151531,0.335058606,13.13871623,19.33130916,0.210211404,1,Narrow,SC11LM
7,40,3.081979154,"[[235, 276], b'B']",1,Combined,0.414745718,13.51194779,1.278237656,10.56097331,32.57887232,0.381331694,2,Narrow,SC11LM
7,41,2.365212842,"[[235, 391], b'C']",1,Combined,0.506142707,17.02059863,1.19713523,12.88973499,33.62806259,0.670021997,1,Narrow,SC11LM
7,42,0.955448745,"[[351, 159], b'D']",1,Dim Visual Only,0.895439544,10.84954871,0.855546588,12.57560115,12.11645028,0.675762668,0,Narrow,SC11LM
7,43,5.51011014,"[[351, 159], b'D']",0,Combined,0.219551228,12.59133393,1.209751447,10.4657649,57.35032346,0.307902638,1,Narrow,SC11LM
7,44,4.837054714,"[[468, 391], b'I']",1,Combined,0.360994545,21.17413862,1.746150364,11.58349539,58.65501,0.267289896,3,Narrow,SC11LM
7,45,1.134773118,"[[468, 391], b'I']",1,Combined,0.595097365,6.906318782,0.675300493,11.14301762,11.60535936,0.309069663,1,Narrow,SC11LM
7,46,5.501585007,"[[235, 159], b'A']",0,Combined,0.267220483,11.80351008,1.470136201,8.084007645,44.17142715,0.172462038,2,Narrow,SC11LM
7,47,0.5,"[[351, 276], b'E']",1,Combined,0.847938362,7.795011948,0.423969181,18.73874267,9.192899266,0.449545566,1,Narrow,SC11LM
7,48,0.678737281,"[[351, 159], b'D']",1,Combined,0.916982024,8.870227672,0.622389885,14.05367227,9.673284144,0.753986145,1,Narrow,SC11LM
7,49,0.646520255,"[[351, 276], b'E']",1,Combined,0.53487481,6.466495131,0.345807399,24.62030535,12.08973578,0.621489215,1,Narrow,SC11LM
7,50,5.511794806,"[[351, 276], b'E']",0,Sham,0.123399078,6.216617655,0.680150397,9.29308963,50.37815323,0.196717043,2,Narrow,SC11LM
7,51,0.5,"[[351, 159], b'D']",1,Combined,1.055419534,5.500202728,0.527709767,17.42138385,5.211389925,0.674307471,0,Narrow,SC11LM
7,52,2.15032327,"[[235, 276], b'B']",1,Dim Visual Only,0.477384295,12.39155333,1.026530559,12.03112372,25.95718681,0.392161766,3,Narrow,SC11LM
7,53,5.503402948,"[[235, 391], b'C']",0,Combined,0.76174277,18.05824899,4.192177406,5.285444422,23.70649215,0.128480154,1,Narrow,SC11LM
7,54,4.599253295,"[[235, 391], b'C']",1,ICMS Only,0.238601432,12.6109862,1.097388422,11.47859397,52.85377416,0.150988998,3,Narrow,SC11LM
7,55,3.316831903,"[[351, 391], b'F']",1,Combined,0.358595647,11.71379789,1.189401483,6.564891576,32.66575594,0.212438468,1,Narrow,SC11LM
7,56,1.081547854,"[[351, 159], b'D']",1,Combined,0.648289578,11.59169052,0.701156202,16.33576844,17.8804209,0.884387841,0,Narrow,SC11LM
7,57,0.67272055,"[[468, 159], b'G']",1,Combined,0.806840144,7.866165476,0.542777945,14.27793028,9.749348166,0.521676993,1,Narrow,SC11LM
7,58,5.50322032,"[[235, 391], b'C']",0,Combined,0.318378886,14.02409805,1.752109156,8.094711287,44.04845504,0.19332551,0,Narrow,SC11LM
7,59,5.294586776,"[[468, 276], b'H']",1,Combined,0.065301824,3.6927339,0.345746173,10.80072847,56.54871004,0.031549458,0,Narrow,SC11LM
7,60,1.383507131,"[[235, 391], b'C']",1,Combined,0.616324535,10.67305651,0.852689389,12.45288027,17.31726697,0.504024718,1,Narrow,SC11LM
7,61,0.932088731,"[[235, 159], b'A']",1,Combined,0.738076948,8.731490275,0.687953206,12.59154863,11.83005416,0.862965176,2,Narrow,SC11LM
7,62,5.125011384,"[[468, 159], b'G']",1,Combined,0.161967631,7.814284017,0.830085953,9.443238507,48.245961,0.106963325,0,Narrow,SC11LM
7,63,4.833378008,"[[468, 159], b'G']",1,Combined,0.098868358,4.577441289,0.477868146,10.11619361,46.29834451,0.071013543,1,Narrow,SC11LM
7,64,5.50046587,"[[351, 276], b'E']",0,Combined,1.69180337,10.81223733,9.305706693,1.488099217,6.390953894,0.054904113,0,Narrow,SC11LM
7,65,5.507902384,"[[235, 391], b'C']",0,Combined,0.220281887,15.83350244,1.213291131,13.41052775,71.87836751,0.093306295,1,Narrow,SC11LM
7,66,5.508198261,"[[468, 276], b'H']",0,Combined,0.12473758,5.381059908,0.687079322,8.59053273,43.13904361,0.099190038,1,Narrow,SC11LM
7,67,0.823194383,"[[235, 159], b'A']",1,Combined,0.770141477,9.195222585,0.633976138,14.3266777,11.93965376,0.371588741,1,Narrow,SC11LM
7,68,5.516072035,"[[468, 276], b'H']",0,Sham,0.070529677,3.186866076,0.38904678,8.258458337,45.18475344,0.262642362,3,Narrow,SC11LM
7,69,5.504059553,"[[468, 276], b'H']",0,Combined,0.597171341,16.80078924,3.286866626,5.187926924,28.13395098,0.320598008,0,Narrow,SC11LM
7,70,3.222915521,"[[235, 276], b'B']",1,Dim Visual Only,0.227526896,9.35250014,0.733299965,12.24519232,41.10503111,0.126427131,2,Narrow,SC11LM
7,71,5.114671332,"[[468, 391], b'I']",1,Bright Visual Only,0.13960822,7.374848843,0.714050161,10.84507281,52.82531959,0.10523319,1,Narrow,SC11LM
7,72,5.500322819,"[[468, 276], b'H']",0,Sham,0.401992458,11.59871558,2.211088291,5.352803543,28.85306761,0.636181692,2,Narrow,SC11LM
7,73,5.501661301,"[[468, 391], b'I']",0,Combined,1.724576861,23.17374393,9.488037778,3.634214734,13.43735061,0.462262758,0,Narrow,SC11LM
7,74,0.90134257,"[[468, 391], b'I']",1,Combined,0.697392806,10.2772967,0.628589824,16.39577024,14.73674035,0.595428706,2,Narrow,SC11LM
7,75,5.500240088,"[[235, 276], b'B']",0,Combined,0.332284135,16.00191578,1.82764252,8.82128493,48.15732709,0.21917399,0,Narrow,SC11LM
7,76,0.671962617,"[[351, 391], b'F']",1,Combined,1.104771528,9.202642009,0.742365167,12.2757469,8.329905118,0.675996965,0,Narrow,SC11LM
7,77,0.540737985,"[[468, 391], b'I']",1,Combined,0.940721515,7.624842648,0.508683856,23.60701447,8.105313344,0.524370462,1,Narrow,SC11LM
7,78,0.5,"[[468, 159], b'G']",1,Combined,0.442995941,3.504897992,0.221497971,21.22125705,7.911806106,0.514382066,0,Narrow,SC11LM
7,79,3.086241601,"[[235, 276], b'B']",1,Combined,0.349077103,14.70137147,1.077336276,13.60456543,42.11496931,0.262529104,3,Narrow,SC11LM
7,80,1.423741458,"[[351, 159], b'D']",1,Combined,0.730886935,13.68645428,1.04059403,13.07499623,18.72581604,0.686282819,2,Narrow,SC11LM
7,81,5.506345034,"[[235, 159], b'A']",0,Combined,0.36502895,18.45420072,2.009975345,9.236295221,50.55544423,0.208664699,1,Narrow,SC11LM
7,82,1.427053796,"[[468, 159], b'G']",1,Dim Visual Only,0.683698097,15.03810954,0.975673965,13.53873445,21.9952485,0.48711929,2,Narrow,SC11LM
7,83,4.327337621,"[[468, 159], b'G']",1,Combined,0.183221838,7.191851999,0.792862751,10.07046219,39.25215517,0.125517952,1,Narrow,SC11LM
7,84,5.514862061,"[[235, 276], b'B']",0,Sham,0.271670919,15.27738802,1.498227643,10.96566569,56.23490395,0.162451595,2,Narrow,SC11LM
7,85,3.430736659,"[[351, 276], b'E']",1,Combined,0.313424309,11.18212566,1.075276267,10.39167731,35.67727625,0.268558754,1,Narrow,SC11LM
7,86,2.716656087,"[[235, 391], b'C']",1,Combined,0.358913437,11.39252864,0.975044373,11.65880218,31.74171673,0.266758752,0,Narrow,SC11LM
7,87,5.509175777,"[[468, 276], b'H']",0,Combined,0.137838792,6.164468782,0.759378132,8.172610057,44.72230722,0.270832134,2,Narrow,SC11LM
7,88,1.848327864,"[[351, 391], b'F']",1,Combined,0.53803715,11.03564586,0.994469056,5.843713985,20.51093658,0.327504863,1,Narrow,SC11LM
7,89,5.502333641,"[[468, 276], b'H']",0,Combined,0.196900975,10.99333485,1.083414856,10.58206267,55.83179502,0.087883822,0,Narrow,SC11LM
7,90,5.506399632,"[[468, 391], b'I']",0,Combined,8.138048209,18.97701968,44.81134566,0.482860651,2.331888334,0.71512534,0,Narrow,SC11LM
7,91,5.502573252,"[[468, 159], b'G']",0,Dim Visual Only,0.242761653,9.533634762,1.335813778,7.192770336,39.27158447,0.291265686,2,Narrow,SC11LM
7,92,1.754216073,"[[235, 276], b'B']",1,Combined,0.179554878,2.73160545,0.314978052,9.701892234,15.21320661,0.308850476,0,Narrow,SC11LM
7,93,5.513339043,"[[235, 276], b'B']",0,Combined,0.346367253,16.87715129,1.909640099,8.908720385,48.72617473,0.381843518,2,Narrow,SC11LM
7,94,5.512150288,"[[351, 391], b'F']",0,Sham,0.302789325,10.33911228,1.669020263,7.126644092,34.14622459,0.199650781,2,Narrow,SC11LM
7,95,0.595277904,"[[235, 159], b'A']",1,Combined,0.822928755,6.069659935,0.489871304,19.54028767,7.375680942,0.618441793,0,Narrow,SC11LM
7,96,5.502014637,"[[235, 159], b'A']",0,Combined,0.489096592,24.4907175,2.691016606,9.485447033,50.07337593,0.092971162,0,Narrow,SC11LM
7,97,5.512384653,"[[235, 391], b'C']",0,Combined,0.402991663,20.44237485,2.221445059,9.982733579,50.72654529,0.061326971,0,Narrow,SC11LM
7,98,2.498867629,"[[468, 276], b'H']",1,Combined,0.365492031,12.85838947,0.913316205,14.01803275,35.18103921,0.447939146,1,Narrow,SC11LM
7,99,3.769095655,"[[235, 159], b'A']",1,Combined,0.304889195,8.906519096,1.149156539,7.699161918,29.21231467,0.397115688,0,Narrow,SC11LM
7,100,0.5,"[[235, 391], b'C']",1,Bright Visual Only,0.321116271,2.2098136,0.160558135,18.46275973,6.88166188,0.197631128,0,Narrow,SC11LM
7,101,5.510652542,"[[468, 391], b'I']",0,Dim Visual Only,0.124771794,6.493331219,0.687574006,9.496161367,52.04165936,0.175018067,0,Narrow,SC11LM
7,102,5.508470774,"[[235, 159], b'A']",0,Sham,0.185443234,12.74057503,1.021508633,12.52847438,68.70336962,0.34662476,4,Narrow,SC11LM
7,103,5.50674057,"[[351, 391], b'F']",0,Combined,0.200471753,9.076274483,1.103945937,8.276490296,45.27458025,0.261221268,1,Narrow,SC11LM
7,104,0.787823079,"[[351, 391], b'F']",1,Combined,0.338289797,9.115366467,0.266512509,25.6564824,26.94543719,0.249888277,1,Narrow,SC11LM
7,105,1.454256413,"[[351, 391], b'F']",1,Combined,0.625074829,11.6940803,0.90901908,12.79435387,18.70828859,0.355455293,1,Narrow,SC11LM
7,106,3.101483701,"[[351, 391], b'F']",1,Combined,0.393326515,15.84570641,1.219895776,12.95422977,40.2863926,0.291805678,2,Narrow,SC11LM
7,107,3.37206587,"[[351, 276], b'E']",1,Combined,0.558733646,10.38505964,1.884086657,5.481525887,18.58678052,0.401241645,1,Narrow,SC11LM
