"columns/columns.c",163,9
"getdefs/getdefs.c",348,22
"getdefs/getdefs.c",438,18
"getdefs/getdefs.c",451,9
"getdefs/getdefs.c",459,15
"getdefs/getdefs.c",879,13
"getdefs/gdemit.c",236,18
"getdefs/gdinit.c",406,27
"xml2ag/fork.c",159,17
"xml2ag/fork.c",166,13
"xml2ag/fork.c",172,13
"xml2ag/fork.c",182,13
"xml2ag/fork.c",188,13
"xml2ag/fork.c",218,13
"xml2ag/fork.c",224,13
"xml2ag/fork.c",246,17
"xml2ag/fork.c",257,17
"xml2ag/fork.c",268,17
"xml2ag/fork.c",279,17
"xml2ag/fork.c",290,17
